ID,Year,Week_Number,Date,Rental_Company,Equipment_Type,Equipment_Number,Equipment_Description,Date_Rental_Started,Projected_End_Date,PO_Number,Service_Now_Request_Number,Monthly_Rate ($),Comments
"31913","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G00021","6000 PNEU D","8/7/2015 12:00:00 AM","5/6/2026 12:00:00 AM","D023933","42155","670.00",""
"31914","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G00039","6000 PNEU DC","2/1/2016 12:00:00 AM","7/31/2026 12:00:00 AM","D003246","29416","1200.00",""
"31915","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G00040","6,000 PNEU DC","8/22/2023 12:00:00 AM","11/7/2026 12:00:00 AM","D020873","40514","1440.00",""
"31916","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G00042","6000 PNEU DC","10/19/2015 12:00:00 AM","7/17/2026 12:00:00 AM","D005059","32334","1030.00","CONFINED"
"31917","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G00671","6000 PNEU DCFP","4/11/2019 12:00:00 AM","6/9/2026 12:00:00 AM","D023936","42334","1215.00",""
"31918","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G01222","6,000 LB PNEU DC","5/12/2022 12:00:00 AM","5/11/2026 12:00:00 AM","D027039","43536","1440.00",""
"31919","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G01515","6,000 LB PNEU DC","6/22/2023 12:00:00 AM","8/21/2026 12:00:00 AM","D031003","46177","1440.00",""
"31920","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50119","6500 PNEU DFP","4/16/2017 12:00:00 AM","9/15/2026 12:00:00 AM","D011716","35872","1250.00","CONFINED"
"31921","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50120","6500 PNEU DFP","4/21/2017 12:00:00 AM","9/30/2026 12:00:00 AM","D011715","35869","1250.00",""
"31922","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50181","7000 Pneu DCFP","7/18/2018 12:00:00 AM","6/17/2026 12:00:00 AM","D030988","45618","1585.00","CONFINED"
"31923","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50268","6000 PNEU D","3/24/2020 12:00:00 AM","9/23/2026 12:00:00 AM","D007926","33954","1350.00"," "
"31924","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50480","9,000 LB PNEU DC","4/7/2022 12:00:00 AM","10/6/2025 12:00:00 AM","B983410","388532","1985.00",""
"31925","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50486","6000 PNEU DC","3/14/2018 12:00:00 AM","9/13/2026 12:00:00 AM","D013217","36692","1440.00"," "
"31926","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50487","7,000 PNEU ","8/23/2023 12:00:00 AM","8/22/2026 12:00:00 AM","D009412","34807","1585.00",""
"31927","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50573","6500 PNEU DC","6/16/2025 12:00:00 AM","6/15/2026 12:00:00 AM","D023924","42347","1440.00",""
"31928","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50574","6,500 LB PNEU DIE","6/16/2025 12:00:00 AM","6/15/2026 12:00:00 AM","D027046","42336","1440.00",""
"31929","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT14G50575","6500 PNEU DC","7/21/2025 12:00:00 AM","1/20/2026 12:00:00 AM","D002967","31391","1440.00",""
"31930","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19C02407","8,000 LB PNEU DC","5/10/2021 12:00:00 AM","9/9/2026 12:00:00 AM","D013219","36274","1688.00",""
"31931","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19C70278","9000 Pneu D","3/7/2011 12:00:00 AM","11/6/2026 12:00:00 AM","D017692","38923","1200.00",""
"31932","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19C80420","10000 PNEU D","5/1/2009 12:00:00 AM","6/30/2026 12:00:00 AM","D032013","47568","1100.00",""
"31933","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19D50081","9000 Pneu D","11/3/2011 12:00:00 AM","5/31/2026 12:00:00 AM","B992851","27437","1000.00"," "
"31934","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19D50082","9000 PNEU D","12/12/2013 12:00:00 AM","7/11/2026 12:00:00 AM","D030987","45463","1420.00",""
"31935","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19D50370","9000 PNEU DC","7/30/2013 12:00:00 AM","8/7/2025 12:00:00 AM","B951862","376913","1688.00",""
"31936","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19D50371","9000 PNEU DC","2/26/2014 12:00:00 AM","8/25/2026 12:00:00 AM","D029681","46207","1688.00",""
"31937","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50115","9,000 PNEU DC","7/13/2021 12:00:00 AM","7/12/2026 12:00:00 AM","B994890","28171","1688.00",""
"31938","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50120","12000 PNEU DC","8/27/2024 12:00:00 AM","9/11/2026 12:00:00 AM","D014177","37353","1688.00",""
"31939","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50121","9000 PNEU D","1/4/2023 12:00:00 AM","7/3/2026 12:00:00 AM","D029685","45946","1985.00",""
"31940","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50275","9000 PNEU DC","11/30/2018 12:00:00 AM","11/30/2026 12:00:00 AM","D022053","39449","1688.00",""
"31941","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50278","9000 Pneu","11/17/2014 12:00:00 AM","5/16/2026 12:00:00 AM","D030990","45064","1688.00"," "
"31942","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19D50370","9000 PNEU DC","8/7/2024 12:00:00 AM","8/7/2026 12:00:00 AM","D005058","32666","1688.00",""
"31943","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50571","9,000 PNEU DCFP","2/18/2022 12:00:00 AM","3/17/2026 12:00:00 AM","B972458","390317","1985.00",""
"31944","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50574","9,000 PNEU DC","9/1/2022 12:00:00 AM","3/30/2026 12:00:00 AM","D031000","45061","1688.00",""
"31945","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50584","9,000 PNEU DC","1/14/2022 12:00:00 AM","2/6/2026 12:00:00 AM","B973889","390708","1688.00",""
"31946","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19E50597","9000 Pneu DC","11/1/2022 12:00:00 AM","6/22/2026 12:00:00 AM","D023925","42316","1200.00",""
"31947","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT19F50107","9,000 LB PNEU DCR","5/4/2022 12:00:00 AM","5/3/2026 12:00:00 AM","B993178","26308","1985.00",""
"31948","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","A03HF0002068","15500 PNEU DFP","12/19/2018 12:00:00 AM","6/13/2026 12:00:00 AM","D027043","43872","2400.00",""
"31949","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT28C80167","12000 PNEU DC","9/6/2012 12:00:00 AM","9/5/2026 12:00:00 AM","D007925","33953","1710.00",""
"31950","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT3530622","5000 PNEU D","12/30/2010 12:00:00 AM","6/30/2026 12:00:00 AM","D024174","42461","850.00",""
"31951","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT3530623","5000 Pneu LP","1/1/2011 12:00:00 AM","9/30/2026 12:00:00 AM","D009767","33989","650.00","CONFINED"
"31952","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT3533073","5000 Pneu LP","3/19/2012 12:00:00 AM","7/4/2026 12:00:00 AM","D028936","44633","850.00"," "
"31953","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT3533469","5000 PNEU LP","4/15/2014 12:00:00 AM","6/30/2026 12:00:00 AM","D027042","43882","850.00"," "
"31954","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT35A07554","6000 Pneu LPG","5/28/2020 12:00:00 AM","5/26/2026 12:00:00 AM","D020187","40539","850.00","CONFINED"
"31955","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","AT82D90034","5000 SHORT MAST","12/28/2009 12:00:00 AM","6/30/2026 12:00:00 AM","D023926","42346","1200.00",""
"31956","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","ATB3151100","6000 ELEC","12/19/2012 12:00:00 AM","6/13/2026 12:00:00 AM","D027537","42453","975.00",""
"31957","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","ATB3150161","6000 Elect","6/11/2019 12:00:00 AM","8/4/2026 12:00:00 AM","D003247","30489","925.00",""
"31958","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","ATB3150169","6,000 LB ELECTRIC","12/7/2023 12:00:00 AM","11/6/2025 12:00:00 AM","B986139","22494","1315.00","R1"
"31959","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","H14CJ0000897","3,500 LB PNEU LPG","9/14/2022 12:00:00 AM","9/13/2026 12:00:00 AM","D007878","33998","1200.00",""
"31960","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","N04TE0005212","6000 PNEU DC","1/14/2015 12:00:00 AM","7/13/2026 12:00:00 AM","D005057","350565","1200.00"," "
"31961","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","N13CG0001515","6,000 LB PNEU DC","10/18/2023 12:00:00 AM","10/17/2026 12:00:00 AM","D022208","40155","1585.00",""
"31962","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","N13HF0003771","6,000 PNEU  D","7/26/2021 12:00:00 AM","8/7/2026 12:00:00 AM","D031001","46116","1440.00",""
"31963","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","N14AF0000858","6500 PNEU D C","3/7/2012 12:00:00 AM","9/13/2026 12:00:00 AM","D013455","36671","1440.00"," "
"31964","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","N14EF0000900","6500 PNEU DC","1/31/2024 12:00:00 AM","7/8/2026 12:00:00 AM","D007927","33681","1425.00",""
"31965","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","N44HF0000518","7000 Pneu D","1/17/2024 12:00:00 AM","7/16/2026 12:00:00 AM","D028939","","1500.00",""
"31966","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","T23EF0001108","36000 PNEU DC","3/7/2014 12:00:00 AM","8/6/2026 12:00:00 AM","D030994","46428","5200.00","A/C equipped"
"31967","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26CF0000208","9000 Pneu D","3/24/2009 12:00:00 AM","3/1/2026 12:00:00 AM","B975559","391044","1688.00"," "
"31968","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26CF0000273","9000 Pneu D","3/31/2021 12:00:00 AM","3/3/2026 12:00:00 AM","B979115","391427","1985.00",""
"31969","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26VF0000332","9,000 LB PNEU DCFP","9/9/2024 12:00:00 AM","6/17/2026 12:00:00 AM","D000928","29601","1985.00",""
"31970","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26EF0000272","9000 PNEU DC","7/18/2014 12:00:00 AM","8/28/2026 12:00:00 AM","D032015","46498","1688.00"," "
"31971","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26HF0000237","9,000 LB PNEU DCFP","8/1/2025 12:00:00 AM","7/31/2026 12:00:00 AM","D005490","29601","1985.00",""
"31972","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26KF0000259","9000 Pneu D","4/3/2019 12:00:00 AM","4/2/2026 12:00:00 AM","B992153","26306","1985.00"," "
"31973","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26KF0000276","9000 Pneu D","4/3/2019 12:00:00 AM","10/2/2026 12:00:00 AM","D019512","40285","1985.00"," "
"31974","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","V26PF0000258","9,000 PNEU DCFP","3/16/2021 12:00:00 AM","3/15/2026 12:00:00 AM","B976446","391426","1750.00"," "
"31975","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","V28LF0001128","11000 DIE","1/19/2023 12:00:00 AM","1/18/2026 12:00:00 AM","B969368","389848","2400.00",""
"31976","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","V28PF0001251","11,000 PNEU D","2/25/2025 12:00:00 AM","8/24/2026 12:00:00 AM","D030993","46171","1985.00",""
"31977","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","V28TF0001054","11000 PNEU DC","3/23/2011 12:00:00 AM","10/31/2026 12:00:00 AM","D018831"," ","2400.00"," "
"31978","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","V28VJ0000437","9,000 PNEU DCFPA","11/6/2020 12:00:00 AM","11/5/2026 12:00:00 AM","D022052","39448","1985.00",""
"31979","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","B20700243","55,000 LB PNEU DIE","1/6/2026 12:00:00 AM","3/6/2026 12:00:00 AM","D028130","44487","9033.00",""
"31980","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","Y07AG0000475","3000 ELECTRIC","7/20/2015 12:00:00 AM","6/19/2026 12:00:00 AM","B994889","28173","1000.00",""
"31981","2026","5","1/30/2026 12:00:00 AM","Calumet Lift Truck Service","Forklift","Y08PH0000804","4000 ELEC","10/18/2011 12:00:00 AM","12/17/2025 12:00:00 AM","B965348","388517","900.00"," "
"31982","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10596","Grove RT540E","3/12/2013 12:00:00 AM","1/1/2027 12:00:00 AM","D005062","","3700.00",""
"31983","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10629","Link-Belt RTC-8065","1/4/2018 12:00:00 AM","3/3/2027 12:00:00 AM","B932209","","7300.00",""
"31984","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10899","Terex RT230-2","2/7/2025 12:00:00 AM","8/7/2026 12:00:00 AM","B973478","","4200.00",""
"31985","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10919","Broderson IC-200","7/17/2014 12:00:00 AM","2/16/2027 12:00:00 AM","B938502","","3300.00",""
"31986","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10927","Terex RT230-1","4/10/2014 12:00:00 AM","3/9/2027 12:00:00 AM","B931919","","3700.00",""
"31987","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10939","Broderson RT-300-2G","1/11/2021 12:00:00 AM","12/10/2025 12:00:00 AM","B943547","","5200.00",""
"31988","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10940","Broderson RT-300-2G","9/13/2017 12:00:00 AM","3/12/2027 12:00:00 AM","B929419","","5200.00",""
"31989","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10941","Broderson RT-300-2G","3/25/2014 12:00:00 AM","2/24/2027 12:00:00 AM","B926153","","5200.00",""
"31990","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10942","Broderson RT-300-2G","4/9/2014 12:00:00 AM","10/8/2027 12:00:00 AM","B926154","","5200.00",""
"31991","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10943","Broderson RT-300-2G","12/19/2014 12:00:00 AM","3/18/2027 12:00:00 AM","B924678","","5200.00",""
"31992","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","10944","Broderson RT-300-2G","3/1/2014 12:00:00 AM","3/1/2027 12:00:00 AM","B926155","","5200.00",""
"31993","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","11037","Grove RT530E-2","9/8/2020 12:00:00 AM","3/7/2026 12:00:00 AM","B961001","","3700.00",""
"31994","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","11613","Broderson RT-400","10/27/2021 12:00:00 AM","4/26/2026 12:00:00 AM","B959092","","5800.00",""
"31995","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","11932","Tadano GR-350XL-3","1/15/2018 12:00:00 AM","2/14/2027 12:00:00 AM","B926156","","5800.00",""
"31996","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","11956","Tadano GR-350XL-3","8/20/2025 12:00:00 AM","12/31/2025 12:00:00 AM","D016676","","4200.00",""
"31997","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","12043","Tadano GR-800XL-4","1/5/2026 12:00:00 AM","7/4/2026 12:00:00 AM","D027645","","9500.00",""
"31998","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","          253HMD  ","Broderson RT-400","9/25/2017 12:00:00 AM","2/24/2027 12:00:00 AM","B928835","","5800.00",""
"31999","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","9981","Grove RT540E","6/2/2014 12:00:00 AM","3/1/2026 12:00:00 AM","B923045","","3700.00",""
"32000","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","DL1070MLW","Link-Belt","10/20/2025 12:00:00 AM","1/18/2026 12:00:00 AM","D017821","","3700.00",""
"32001","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Crane ","      DL1197MLW","Tadano GR-1000XL","1/17/2022 12:00:00 AM","7/16/2026 12:00:00 AM","B969796","","12500.00",""
"32002","2026","5","1/30/2026 12:00:00 AM","Central Rent-A-Crane Inc.","Boom Lift","                                        K3701","JLG 600S","2/16/2015 12:00:00 AM","3/15/2027 12:00:00 AM","B932069","","1600.00",""
"32003","2026","5","1/30/2026 12:00:00 AM","Combined Logistics","Crane","S002433","3950 Manitowoc","3/1/2015 12:00:00 AM","","B963548","","8250.00","Primary"
"32004","2026","5","1/30/2026 12:00:00 AM","Combined Logistics","Crane","S002430","3950 Manitowoc","5/1/2019 12:00:00 AM","","B969115","","6000.00","Backup"
"32005","2026","5","1/30/2026 12:00:00 AM","Commercial Sweeping Corp","Scrubber","A1","handheld scrubber","2/1/2025 12:00:00 AM","1/1/2026 12:00:00 AM","B973840","","150.00",""
"32006","2026","5","1/30/2026 12:00:00 AM","Commercial Sweeping Corp","Scrubber","213","scrubber","2/1/2025 12:00:00 AM","1/1/2026 12:00:00 AM","B993934","","600.00",""
"32007","2026","5","1/30/2026 12:00:00 AM","Commercial Sweeping Corp","Scrubber","209","sm riding scubber","11/1/2024 12:00:00 AM","10/1/2025 12:00:00 AM","B955606","","1499.40",""
"32008","2026","5","1/30/2026 12:00:00 AM","Commercial Sweeping Corp","Scrubber","202","riding sweeper","1/21/2015 12:00:00 AM","3/1/2026 12:00:00 AM","B990930","","1499.40",""
"32009","2026","5","1/30/2026 12:00:00 AM","Commercial Sweeping Corp","Scrubber","156","walkk behind scrubber","9/1/2024 12:00:00 AM","8/1/2025 12:00:00 AM","B970898","","1411.20",""
"32010","2026","5","1/30/2026 12:00:00 AM","Commercial Sweeping Corp","Sweeper","164","riding sweeper","2/1/2025 12:00:00 AM","1/1/2026 12:00:00 AM","B990929","","1764.00",""
"32011","2026","5","1/30/2026 12:00:00 AM","Commercial Sweeping Corp","Sweeper","207","riding sweeper","6/1/2025 12:00:00 AM","5/1/2026 12:00:00 AM","B992155","","1764.00",""
"32012","2026","5","1/30/2026 12:00:00 AM","Commercial Sweeping Corp","Sweeper","147","Lg riding sweeper","2/1/2025 12:00:00 AM","7/1/2026 12:00:00 AM","B982682","","3200.00",""
"32013","2026","5","1/30/2026 12:00:00 AM","Commercial Sweeping Corp","Sweeper","164","Lg Floor sweeper","4/1/2024 12:00:00 AM","3/1/2025 12:00:00 AM","B936088","","1764.00","need new PO"
"32014","2026","5","1/30/2026 12:00:00 AM","Commercial Sweeping Corp","Sweeper","214","walk behind sweeper","5/1/2025 12:00:00 AM","10/1/2025 12:00:00 AM","B993706","","784.00",""
"32015","2026","5","1/30/2026 12:00:00 AM","Commercial Sweeping Corp","Sweeper","201","riding sweeper","1/21/2015 12:00:00 AM","9/1/2025 12:00:00 AM","B990054","","1764.00",""
"32016","2026","5","1/30/2026 12:00:00 AM","Gallo Equipment ","Coil Truck","44050","Taylor X650L","7/9/2021 12:00:00 AM","","D009172","","12000.00",""
"32017","2026","5","1/30/2026 12:00:00 AM","Great Lakes Lifting Solutions LLC","Crane","6083","295 Mini Crane","9/19/2025 12:00:00 AM","6/19/2026 12:00:00 AM","D013259","","5200.00",""
"32018","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Truck Snow","2476","TRUCK SNOW PLOW 7-8 FT","11/25/2025","02/12/2026","D023262","","384.00",""
"32019","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Truck Snow","7837","TRUCK SNOW PLOW 7-8 FT","11/07/2025","04/06/2026","D018195","","384.00",""
"32020","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Truck Snow","6174","TRUCK SNOW PLOW 7-8 FT","11/07/2025","04/06/2026","D018194","","384.00",""
"32021","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Truck Snow","7812","TRUCK SNOW PLOW 7-8 FT","11/07/2025","04/06/2026","D018196","","384.00",""
"32022","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Truck Snow","M0532021290","TRUCK SNOW PLOW 7-8 FT","11/07/2025","04/06/2026","D017970","","384.00",""
"32023","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Scissor Lift","GS32P-157943","SCISSOR LIFT 26FT 32IN ELEC","01/20/2023","12/31/2025","D005156","","525.00",""
"32024","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Light Tower","WNML0301CP0003967","LIGHT TOWER VERT MAST LED TRAILER","06/01/2025","11/28/2025","D013404","","675.00",""
"32025","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Truck Spreader","000631","TRUCK SPREADER HOPPER 8 FT 2 CU YD","11/25/2025","02/12/2026","D023262","","384.00",""
"32026","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Truck Spreader","001218","TRUCK SPREADER HOPPER 8 FT 2 CU YD","11/07/2025","04/06/2026","D018195","","384.00",""
"32027","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Truck Spreader","3754","TRUCK SPREADER HOPPER 8 FT 2 CU YD","11/07/2025","04/06/2026","D018194","","384.00",""
"32028","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Truck Spreader","001239","TRUCK SPREADER HOPPER 8 FT 2 CU YD","11/07/2025","04/06/2026","D018196","","384.00",""
"32029","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Truck Spreader","001056","TRUCK SPREADER HOPPER 8 FT 2 CU YD","11/07/2025","04/06/2026","D017970","","384.00",""
"32030","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Pickup Truck","1GC1YLE74MF216358","TRUCK PICKUP 3/4 T CREW 4WD GAS","11/25/2025","02/12/2026","D023262","","1787.00",""
"32031","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Pickup Truck","1GC1YLE79PF209488","TRUCK PICKUP 3/4 T CREW 4WD GAS","11/07/2025","04/06/2026","D018195","","1787.00",""
"32032","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Pickup Truck","1GC1YLE76PF208914","TRUCK PICKUP 3/4 T CREW 4WD GAS","11/07/2025","04/06/2026","D018194","","1787.00",""
"32033","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Pickup Truck","1GC1YLE70NF193498","TRUCK PICKUP 3/4 T CREW 4WD GAS","11/07/2025","04/06/2026","D018196","","1787.00",""
"32034","2026","5","1/30/2026 12:00:00 AM","Herc Rentals Inc","Pickup Truck","1GC1YLE78MF215164","TRUCK PICKUP 3/4 T CREW 4WD GAS","11/07/2025","04/06/2026","D017970","","1787.00",""
"32035","2026","5","1/30/2026 12:00:00 AM","Kemira Water Solutions","Rail Car","GATX050729","Rail car","6/30/2025 12:00:00 AM","3/31/2026 12:00:00 AM","D000224","","2300.00","per rail car"
"32036","2026","5","1/30/2026 12:00:00 AM","Kemira Water Solutions","Rail Car","GATX062583","Rail car","10/9/2025 12:00:00 AM","3/31/2026 12:00:00 AM","D016674","","2300.00","per rail car"
"32199","2026","5","1/30/2026 12:00:00 AM","Monroe Environmental Corp","Clarifier","XFLO-PC1350-11","X-Flo Mobile Clarifier","4/1/2022 12:00:00 AM","6/30/2026 12:00:00 AM","B915054","","18200.00",""
"32200","2026","5","1/30/2026 12:00:00 AM","Monroe Environmental Corp","Clarifier","XFLO-PC1350-12","X-Flo Mobile Clarifier","4/1/2022 12:00:00 AM","6/30/2026 12:00:00 AM","B915054","","18200.00",""
"32201","2026","5","1/30/2026 12:00:00 AM","Red-D-Arc","Welding Equipment","ES2-001388","300AMP 4-Pack ","9/4/2025 12:00:00 AM","9/4/2026 12:00:00 AM","D016369","","390.00",""
"32202","2026","5","1/30/2026 12:00:00 AM","Red-D-Arc","Welding Equipment","EZ3-008370","350AMP 4-Pack ","10/5/2025 12:00:00 AM","10/5/2026 12:00:00 AM","D017123","","606.00",""
"32203","2026","5","1/30/2026 12:00:00 AM","Red-D-Arc","Welding Equipment","EZ3-000083","350AMP 4-Pack ","10/28/2024 12:00:00 AM","2/22/2026 12:00:00 AM","D012378","","606.00",""
"32204","2026","5","1/30/2026 12:00:00 AM","Red-D-Arc","Welding Equipment","WD3-001808","300AMP Diesel","11/14/2024 12:00:00 AM","5/12/2026 12:00:00 AM","D022677","","300.00",""
"32205","2026","5","1/30/2026 12:00:00 AM","Red-D-Arc","Welding Equipment","WD3-001661 ","300AMP Diesel","11/26/2024 12:00:00 AM","5/20/2026 12:00:00 AM","D025835","","300.00",""
"32206","2026","5","1/30/2026 12:00:00 AM","Red-D-Arc","Welding Equipment","WD4-000430 ","500AMP Diesel","12/17/2024 12:00:00 AM","6/10/2026 12:00:00 AM","D027332","","520.00",""
