YEAR,WK #,RENTAL CO.,TYPE OF EQUIP.,EQUIPMENT #,DESCRIPTION,RENT START,PROJ. END,PO #,SN REQ #,MO. RATE $,COMMENTS,PUBLISHED BY
2026,17,Marshall Group,Boom Lift,0300182735,"UL 120ft BM w/Jib - 1200SJP, FF, G/W, SGD",03/26/2026,09/10/2027,PO-64644,RITM996399,$2455.80,—,admin
2026,17,Marshall Group,Boom Lift,0300213625,"60ft BM ART - 600AJ, DSL, G/W, FF",08/25/2025,11/12/2026,PO-94547,RITM951653,$1995.82,—,admin
2026,17,Marshall Group,Boom Lift,0300290640,60ft RT Articulating Boom Lift,09/13/2025,03/31/2026,PO-21327,RITM161949,$2504.93,—,admin
2026,17,Marshall Group,Scissor Lift,22149807,19ft ELEC SCISS – SJ3219,01/03/2025,01/12/2026,PO-52252,RITM459578,$1021.61,—,admin
2026,17,Marshall Group,Boom Lift,300135216 / 0300289362 (New unit),135ft Boom Lift with jib,11/18/2025,05/20/2026,PO-44289,RITM225842,$1168.70,—,admin
2026,17,Marshall Group,Boom Lift,300277881,"45ft RT ART BM - 450AJ, DSL, G/W",09/20/2025,06/17/2026,PO-74232,RITM613734,$3244.50,—,admin
2026,17,Marshall Group,Boom Lift,300301936,"45ft RT ART BM - 450AJ, DSL, G/W",06/22/2025,07/22/2025,PO-22239,RITM373937,$2295.40,—,admin
2026,17,Marshall Group,UTV,4XAP4FD47T8835416,"UTV, DSL 4x4 - Polaris ProXD4, Cab Heat",12/19/2025,02/27/2026,PO-32001,RITM612844,$3403.40,—,admin
2026,17,Marshall Group,UTV,4XAP4FD48T8835456,"UTV, DSL 4x4 - Polaris ProXD4, Cab, Heat",04/26/2025,09/20/2025,PO-40043,RITM296366,$2953.93,—,admin
2026,17,Marshall Group,CRANE,MG-77391,45-Ton Rough Terrain Crane,04/13/2026,07/11/2026,PO-2026-0491,—,$8400.00,—,admin
2026,17,Marshall Group,LIFT,MG-77392,Telescopic Boom Lift — 86 ft,04/14/2026,—,PO-2026-0492,—,$4950.00,—,admin
2026,17,Marshall Group,Boom Lift,S60XH-39557,"60ft BM - S-60X, DSL, FF, G/W",01/31/2025,10/22/2025,PO-96506,RITM822266,$2999.25,—,admin
2026,17,Marshall Group,Welding Equipment,UNKNOWN,Welder and lead cable kit,05/27/2025,12/30/2025,PO-29950,RITM645072,$2612.86,—,admin
2026,17,Marshall Group,Boom Lift,Z34NF-17884,"34ft Elec Art BM - Z34/22N, NM/T",10/19/2025,02/24/2026,PO-16066,RITM483719,$2832.58,—,admin
2026,17,Marshall Group,Boom Lift,Z62H-3493,62ft RT Articulating Boom Lift,10/05/2025,08/05/2026,PO-84813,RITM650284,$3198.95,—,admin
2026,17,Marshall Group,Boom Lift,Z80H-7449,"80ft RT ART BM - Z80/60, DSL, FF, G/W",06/11/2025,10/27/2026,PO-76289,RITM563879,$2319.58,—,admin
2026,17,"Mclaughlin, Banks and Grant",Coil Truck,44050,Taylor X650L,06/10/2025,05/21/2026,PO-28865,RITM941595,$719.87,—,admin
2026,17,"Morales, Allen and Jones",Welding Equipment,ES2-001388,300AMP 4-Pack,02/28/2025,05/19/2025,PO-15799,RITM314727,$1860.76,—,admin
2026,17,"Morales, Allen and Jones",Welding Equipment,EZ3-000083,350AMP 4-Pack,10/10/2025,04/10/2026,PO-85648,RITM308944,$1621.10,—,admin
2026,17,"Morales, Allen and Jones",Welding Equipment,EZ3-008370,350AMP 4-Pack,11/03/2025,01/10/2027,PO-91194,RITM968250,$1551.83,—,admin
2026,17,"Morales, Allen and Jones",Welding Equipment,WD3-001661,300AMP Diesel,04/19/2026,09/27/2027,PO-74706,RITM552799,$2227.69,—,admin
2026,17,"Morales, Allen and Jones",Welding Equipment,WD3-001808,300AMP Diesel,11/12/2025,01/18/2027,PO-93363,RITM851069,$1552.00,—,admin
2026,17,"Morales, Allen and Jones",Welding Equipment,WD4-000430,500AMP Diesel,11/12/2025,11/26/2026,PO-70721,RITM349135,$1096.72,—,admin
2026,17,"Morales, Allen and Jones",Welding Equipment,WD4-001785,400AMP Diesel,06/23/2026,01/12/2027,PO-33783,RITM547994,$931.08,—,admin
2026,17,"Morales, Allen and Jones",Welding Equipment,WD5-001359,(2) 500 AMP Diesels,08/30/2025,12/05/2025,PO-18689,RITM758434,$3427.46,—,admin
2026,17,Myers Inc,SWEEPING,MI-3309,4-Yard Debris Box Hopper (additional unit — pit area expansion),04/13/2026,—,PO-2026-0499,—,$1100.00,—,admin
2026,17,Nguyen Ltd,Forklift,000C01078521,11000 PNEU DC,06/18/2026,12/02/2027,PO-64602,RITM627731,$4055.48,—,admin
2026,17,Nguyen Ltd,Forklift,160093423,"12,000 Telehandler",02/05/2026,07/08/2026,PO-51173,RITM338798,$3641.53,—,admin
2026,17,Nguyen Ltd,Reach Truck,2GL02561,4000 REACH,08/25/2025,07/18/2026,PO-82147,RITM488024,$2044.34,—,admin
2026,17,Nguyen Ltd,Tractor,30084,70000 CUSHION,08/05/2025,12/05/2026,PO-93010,RITM612913,$3141.49,—,admin
2026,17,Nguyen Ltd,Tractor,30183,70000 RAM,07/31/2026,09/27/2027,PO-69968,RITM338800,$3660.45,—,admin
2026,17,Nguyen Ltd,Walkie Pallet Stacker,3291300598,4000 STACKER,05/19/2026,03/01/2027,PO-16228,RITM866347,$3119.46,—,admin
2026,17,Nguyen Ltd,Walkie Pallet Stacker,3292101906,4000 STACKER,11/07/2025,02/23/2026,PO-14202,RITM806932,$1143.47,—,admin
2026,17,Nguyen Ltd,Forklift,3301700644,"3,300 LB STACKER",11/02/2025,02/03/2026,PO-52650,RITM633946,$1559.12,—,admin
2026,17,Nguyen Ltd,Walkie Pallet Stacker,3301800966,3300 WALKIE,01/11/2026,03/09/2026,PO-92667,RITM438210,$1540.75,—,admin
2026,17,Nguyen Ltd,Walkie Pallet Stacker,3311803262,4000 Elect,03/03/2025,08/08/2026,PO-75482,RITM387163,$1261.52,—,admin
2026,17,Nguyen Ltd,Forklift,3312101636,"3,000 LB ELEC",07/04/2026,08/18/2027,PO-26783,RITM458601,$1327.32,—,admin
2026,17,Nguyen Ltd,Forklift,3312101638,"3,000 LB ELC",10/13/2025,03/28/2026,PO-32953,RITM993534,$3931.65,—,admin
2026,17,Nguyen Ltd,Forklift,3321602139,"3,500 LB WALKIE",08/25/2025,11/22/2025,PO-97898,RITM430986,$4181.88,—,admin
2026,17,Nguyen Ltd,Forklift,402EF0000276,"3,500 LB ELEC",04/20/2025,04/24/2026,PO-46911,RITM132007,$2223.27,—,admin
2026,17,Nguyen Ltd,Walkie Pallet Stacker,4543069,4000 Walkie,12/19/2025,11/01/2026,PO-33499,RITM972922,$1300.26,—,admin
2026,17,Nguyen Ltd,Forklift,4NR2606716,ELECTRIC,08/20/2025,11/26/2026,PO-12566,RITM902828,$1816.53,—,admin
2026,17,Nguyen Ltd,Forklift,797928,6000 RT HS,09/01/2025,01/18/2027,PO-65631,RITM135233,$2287.56,—,admin
2026,17,Nguyen Ltd,Walkie Pallet Stacker,98386914,4500 WALKIE,04/30/2025,03/11/2026,PO-89544,RITM850323,$519.35,—,admin
2026,17,Nguyen Ltd,Walkie Pallet Stacker,98386915,4500 WALKIE,05/11/2026,02/03/2027,PO-86780,RITM389114,$3563.05,—,admin
2026,17,Nguyen Ltd,Forklift,A03HF0002068,15500 PNEU DFP,03/02/2026,05/26/2027,PO-24863,RITM193150,$4174.33,—,admin
2026,17,Nguyen Ltd,Forklift,A2EC361868,5000 Elect,01/22/2025,11/02/2025,PO-67852,RITM448216,$3815.18,—,admin
2026,17,Nguyen Ltd,Forklift,A4EC340604,6000 Elect,08/29/2025,11/13/2026,PO-85858,RITM970896,$2763.03,—,admin
2026,17,Nguyen Ltd,Forklift,A4EC380377,6000 Electric,05/31/2025,10/27/2026,PO-51903,RITM675522,$2244.04,—,admin
2026,17,Nguyen Ltd,Forklift,A4EC381069,6000 Elect,03/07/2025,05/19/2025,PO-27951,RITM847168,$2383.48,—,admin
2026,17,Nguyen Ltd,Forklift,AE6AF0000398,6000 Electric,02/12/2026,04/01/2027,PO-31331,RITM254942,$1930.68,—,admin
2026,17,Nguyen Ltd,Forklift,AT12B00097,8000 Pneu D,02/08/2026,10/01/2026,PO-73490,RITM282373,$3501.04,—,admin
2026,17,Nguyen Ltd,Forklift,AT13F40057,"6,000 PNEU LPG",01/06/2026,04/06/2027,PO-95625,RITM997583,$4855.88,—,admin
2026,17,Nguyen Ltd,Forklift,AT13F60180,7000 PNEU LPG,07/13/2025,10/12/2025,PO-70503,RITM544037,$3134.51,—,admin
2026,17,Nguyen Ltd,Forklift,AT14E01303,6000 PNEU-DC,06/09/2025,04/26/2026,PO-89474,RITM307846,$1150.69,—,admin
2026,17,Nguyen Ltd,Forklift,AT14E30670,6000 PNEU D,04/25/2025,11/16/2025,PO-12912,RITM412182,$2278.31,—,admin
2026,17,Nguyen Ltd,Forklift,AT14E40066,6000 PNEU DC,03/31/2026,04/10/2027,PO-47679,RITM867208,$3298.81,—,admin
2026,17,Nguyen Ltd,Forklift,AT14E40071,6000 PNEU D,06/22/2026,09/18/2027,PO-31841,RITM255341,$4223.26,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G00021,6000 PNEU D,07/21/2025,12/15/2026,PO-54204,RITM835893,$1835.33,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G00039,6000 PNEU DC,02/17/2026,05/26/2027,PO-31133,RITM409284,$3272.55,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G00040,"6,000 PNEU DC",03/06/2026,04/08/2027,PO-54195,RITM614114,$3811.44,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G00042,6000 PNEU DC,11/27/2025,04/27/2026,PO-20569,RITM174092,$1476.06,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G00671,6000 PNEU DCFP,03/04/2026,12/17/2026,PO-92375,RITM447897,$2947.08,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G01222,"6,000 LB PNEU DC",05/21/2025,07/01/2025,PO-60852,RITM846771,$2958.14,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G01515,"6,000 LB PNEU DC",06/19/2026,11/02/2026,PO-20504,RITM384790,$3864.95,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G50119,6500 PNEU DFP,10/15/2025,08/04/2026,PO-61002,RITM391940,$3143.28,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G50120,6500 PNEU DFP,09/23/2025,06/24/2026,PO-15159,RITM725745,$1711.29,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G50268,6000 PNEU D,04/11/2025,03/06/2026,PO-57855,RITM922200,$806.10,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G50480,"9,000 LB PNEU DC",03/07/2025,03/01/2026,PO-37578,RITM839019,$858.82,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G50486,6000 PNEU DC,01/26/2026,02/03/2027,PO-50765,RITM102141,$4748.42,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G50487,"7,000 PNEU",03/04/2025,04/05/2025,PO-32577,RITM614887,$3458.92,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G50573,6500 PNEU DC,01/01/2025,11/12/2025,PO-54521,RITM718261,$2982.66,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G50574,"6,500 LB PNEU DIE",12/28/2025,03/10/2026,PO-32067,RITM865757,$4334.18,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G50575,6500 PNEU DC,07/18/2026,11/04/2026,PO-47108,RITM381658,$4444.84,—,admin
2026,17,Nguyen Ltd,Forklift,AT14G50576,6500 PNEU D,03/29/2025,05/23/2026,PO-35794,RITM810285,$4457.78,—,admin
2026,17,Nguyen Ltd,Forklift,AT19C02407,"8,000 LB PNEU DC",04/29/2026,04/13/2027,PO-49628,RITM191597,$4471.61,—,admin
2026,17,Nguyen Ltd,Forklift,AT19C70278,9000 Pneu D,09/05/2025,12/01/2025,PO-27471,RITM600795,$1395.42,—,admin
2026,17,Nguyen Ltd,Forklift,AT19C80420,10000 PNEU D,02/24/2025,12/03/2025,PO-54894,RITM844432,$1254.87,—,admin
2026,17,Nguyen Ltd,Forklift,AT19D50081,9000 Pneu D,05/31/2026,09/19/2026,PO-63906,RITM862428,$3558.45,—,admin
2026,17,Nguyen Ltd,Forklift,AT19D50082,9000 PNEU D,01/13/2026,04/19/2027,PO-88041,RITM503386,$1029.95,—,admin
2026,17,Nguyen Ltd,Forklift,AT19D50370,9000 PNEU DC,02/04/2025,07/31/2025,PO-20944,RITM886284,$4051.58,—,admin
2026,17,Nguyen Ltd,Forklift,AT19D50371,9000 PNEU DC,12/03/2025,10/22/2026,PO-82944,RITM299427,$1386.28,—,admin
2026,17,Nguyen Ltd,Forklift,AT19E50120,12000 PNEU DC,10/13/2025,10/06/2026,PO-78962,RITM919990,$2932.52,—,admin
2026,17,Nguyen Ltd,Forklift,AT19E50121,9000 PNEU D,04/12/2026,03/10/2027,PO-93153,RITM327387,$3269.98,—,admin
2026,17,Nguyen Ltd,Forklift,AT19E50275,9000 PNEU DC,07/21/2025,12/20/2026,PO-56241,RITM594163,$2438.31,—,admin
2026,17,Nguyen Ltd,Forklift,AT19E50278,9000 Pneu,05/01/2025,03/14/2026,PO-45799,RITM215883,$4439.79,—,admin
2026,17,Nguyen Ltd,Forklift,AT19E50574,"9,000 PNEU DC",07/27/2026,03/25/2027,PO-18887,RITM876859,$3467.41,—,admin
2026,17,Nguyen Ltd,Forklift,AT19E50584,"9,000 PNEU DC",04/01/2026,11/19/2026,PO-18309,RITM426556,$3176.23,—,admin
2026,17,Nguyen Ltd,Forklift,AT19E50597,9000 Pneu DC,02/27/2025,05/30/2026,PO-78485,RITM999166,$1197.83,—,admin
2026,17,Nguyen Ltd,Forklift,AT19F50107,"9,000 LB PNEU DCR",01/06/2025,09/25/2025,PO-29788,RITM182725,$2711.36,—,admin
2026,17,Nguyen Ltd,Forklift,AT3530622,5000 PNEU D,05/03/2025,03/09/2026,PO-19881,RITM884132,$4041.42,—,admin
2026,17,Nguyen Ltd,Forklift,AT3533073,5000 Pneu LP,12/30/2025,11/21/2026,PO-67226,RITM178327,$4458.20,—,admin
2026,17,Nguyen Ltd,Forklift,AT3533469,5000 PNEU LP,06/28/2026,05/13/2027,PO-80419,RITM997223,$2049.59,—,admin
2026,17,Nguyen Ltd,Forklift,AT35A07554,6000 Pneu LPG,03/06/2025,02/18/2026,PO-74501,RITM693717,$2780.51,—,admin
2026,17,Nguyen Ltd,Forklift,AT82D90034,5000 SHORT MAST,08/19/2026,02/02/2027,PO-58133,RITM381066,$2005.45,—,admin
2026,17,Nguyen Ltd,Forklift,ATB3150161,6000 Elect,12/23/2025,01/29/2026,PO-76917,RITM876495,$1536.31,—,admin
2026,17,Nguyen Ltd,Forklift,ATB3150169,"6,000 LB ELECTRIC",09/03/2025,05/30/2026,PO-29320,RITM421342,$3666.52,—,admin
2026,17,Nguyen Ltd,Forklift,ATB3151100,6000 ELEC,11/17/2025,03/07/2027,PO-40377,RITM747772,$3560.97,—,admin
2026,17,Nguyen Ltd,Forklift,B20700243,"55,000 LB PNEU DIE",07/21/2025,10/17/2026,PO-27104,RITM807784,$3485.28,—,admin
2026,17,Nguyen Ltd,Forklift,H14CJ0000897,"3,500 LB PNEU LPG",03/23/2025,05/29/2025,PO-44403,RITM337189,$928.00,—,admin
2026,17,Nguyen Ltd,Forklift,N04TE0005212,6000 PNEU DC,03/23/2025,07/07/2025,PO-87873,RITM952075,$3264.32,—,admin
2026,17,Nguyen Ltd,Forklift,N13CG0001515,"6,000 LB PNEU DC",08/15/2025,08/27/2026,PO-41335,RITM699940,$1575.99,—,admin
2026,17,Nguyen Ltd,Forklift,N13HF0003771,"6,000 PNEU D",11/01/2025,05/01/2026,PO-73793,RITM570110,$1615.43,—,admin
2026,17,Nguyen Ltd,Forklift,N14AF0000858,6500 PNEU D C,04/07/2025,02/12/2026,PO-14560,RITM491770,$4933.80,—,admin
2026,17,Nguyen Ltd,Forklift,N14EF0000900,6500 PNEU DC,02/23/2026,01/17/2027,PO-81339,RITM531145,$4366.52,—,admin
2026,17,Nguyen Ltd,Forklift,N44HF0000518,7000 Pneu D,08/01/2025,12/25/2026,PO-81681,RITM218418,$2446.85,—,admin
2026,17,Nguyen Ltd,Forklift,T23EF0001108,36000 PNEU DC,08/19/2025,09/14/2026,PO-98623,RITM465977,$3239.06,—,admin
2026,17,Nguyen Ltd,Forklift,V26CF0000208,9000 Pneu D,01/05/2025,03/21/2025,PO-26694,RITM998787,$2651.34,—,admin
2026,17,Nguyen Ltd,Forklift,V26CF0000273,9000 Pneu D,09/24/2025,12/14/2025,PO-13129,RITM174678,$1791.57,—,admin
2026,17,Nguyen Ltd,Forklift,V26EF0000272,9000 PNEU DC,02/14/2026,01/18/2027,PO-39545,RITM854146,$3575.31,—,admin
2026,17,Nguyen Ltd,Forklift,V28LF0001128,11000 DIE,08/19/2026,11/04/2027,PO-73469,RITM269153,$1330.12,—,admin
2026,17,Nguyen Ltd,Forklift,V28PF0001251,"11,000 PNEU D",08/10/2025,12/23/2025,PO-23354,RITM103501,$3337.86,—,admin
2026,17,Nguyen Ltd,Forklift,V28TF0001054,11000 PNEU DC,09/15/2025,09/08/2026,PO-75651,RITM385437,$2844.42,—,admin
2026,17,Nguyen Ltd,Forklift,V28VJ0000437,"9,000 PNEU DCFPA",07/18/2026,11/25/2026,PO-55068,RITM679857,$2463.77,—,admin
2026,17,Nguyen Ltd,Forklift,Y07AG0000475,3000 ELECTRIC,07/18/2025,12/16/2025,PO-45581,RITM892137,$2290.94,—,admin
2026,17,Nunez Group,Sweeper,147,Lg riding sweeper,08/18/2026,01/18/2028,PO-34667,RITM773699,$3095.68,—,admin
2026,17,Nunez Group,Scrubber,156,walkk behind scrubber,06/27/2026,08/22/2026,PO-93206,RITM868332,$3131.56,—,admin
2026,17,Nunez Group,Sweeper,164,riding sweeper,03/10/2026,04/15/2026,PO-78952,RITM564401,$3998.80,—,admin
2026,17,Nunez Group,Sweeper,201,riding sweeper,10/19/2025,04/18/2026,PO-57120,RITM219006,$3922.15,—,admin
2026,17,Nunez Group,Scrubber,202,riding sweeper,03/26/2025,06/12/2025,PO-23766,RITM568336,$1014.89,—,admin
2026,17,Nunez Group,Sweeper,207,riding sweeper,11/15/2025,07/09/2026,PO-61283,RITM615358,$3330.00,—,admin
2026,17,Nunez Group,Scrubber,209,sm riding scubber,06/19/2025,08/01/2026,PO-56072,RITM718115,$528.18,—,admin
2026,17,Nunez Group,Scrubber,213,scrubber,03/07/2026,08/17/2026,PO-68438,RITM331756,$1672.16,—,admin
2026,17,Nunez Group,Sweeper,214,walk behind sweeper,09/19/2025,12/04/2026,PO-61287,RITM757847,$3052.21,—,admin
2026,17,Nunez Group,Scrubber,A1,handheld scrubber,04/05/2026,08/23/2026,PO-35738,RITM931410,$3503.72,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Poly,241962,TANK POLY 6900,03/04/2026,09/03/2026,PO-92727,RITM738659,$890.59,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Poly,245057,TANK POLY 4900 OR1000,01/28/2026,12/23/2026,PO-26470,RITM416220,$1187.31,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Poly,245086,TANK POLY 6900 OR1000,04/24/2026,05/18/2027,PO-15633,RITM200506,$3178.00,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Poly,245123,TANK POLY 6900 OR1000,03/01/2025,07/09/2025,PO-46903,RITM650880,$1032.02,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Poly,245753,TANK POLY 6900 OR1000,10/09/2025,02/05/2027,PO-97238,RITM210458,$3559.78,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Poly,245801,TANK POLY 6900 OR1000,01/19/2026,02/28/2026,PO-58143,RITM524130,$1561.16,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Poly,245802,TANK POLY 4900 OR1000,01/11/2025,03/27/2025,PO-87301,RITM318485,$3840.13,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Poly,245816,TANK POLY 4900 OR1000,04/09/2025,05/14/2026,PO-79032,RITM108272,$2577.83,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Mixer,253370,TANK MIXER COIL 4PDL 10HP,08/19/2025,02/09/2026,PO-29751,RITM628518,$3212.61,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Standard Steel,254623,TANK BILEVEL UNCOATED,04/05/2025,06/26/2026,PO-30895,RITM956471,$3203.31,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Standard Steel,255642,TANK BILEVEL UNCOATED,02/11/2026,03/14/2026,PO-24107,RITM660982,$3405.17,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Mini Frac,265113,TANK ROLL OFF CLOSED,03/13/2026,11/29/2026,PO-63317,RITM322985,$2137.72,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Mixer,265130,TANK-MIXER COIL 4PDL 10HP,01/10/2026,05/17/2027,PO-75949,RITM630370,$3618.57,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Mixer,266481,TANK-MIXER COIL 4PDL 10HP,11/10/2025,06/02/2026,PO-98880,RITM902831,$3708.34,—,admin
2026,17,"Peterson, Kelly and Arnold",Box Vacuum,276701,BOX VACUUM 25YD,02/07/2026,03/14/2026,PO-55952,RITM629113,$665.85,—,admin
2026,17,"Peterson, Kelly and Arnold",Box Vacuum,276705,BOX VACUUM 25YD,07/09/2026,07/14/2027,PO-97477,RITM389348,$2522.62,—,admin
2026,17,"Peterson, Kelly and Arnold",Box Vacuum,279108,BOX VACUUM 25YD,06/27/2025,04/20/2026,PO-64886,RITM895662,$2317.73,—,admin
2026,17,"Peterson, Kelly and Arnold",Box Vacuum,279220,BOX VACUUM 25YD,01/19/2025,06/24/2026,PO-75693,RITM193053,$3014.57,—,admin
2026,17,"Peterson, Kelly and Arnold",Box Vacuum,279234,BOX VACUUM 25YD,02/25/2026,11/02/2026,PO-20134,RITM854120,$821.94,—,admin
2026,17,"Peterson, Kelly and Arnold",Box Vacuum,279358,BOX VACUUM 25YD,11/09/2025,03/25/2026,PO-18694,RITM182067,$3713.84,—,admin
2026,17,"Peterson, Kelly and Arnold",Box Vacuum,280762,BOX VACUUM 25YD,02/20/2026,08/02/2026,PO-30264,RITM924825,$3623.71,—,admin
2026,17,"Peterson, Kelly and Arnold",Box Vacuum,280813,BOX VACUUM 25YD,08/13/2026,10/19/2026,PO-35804,RITM783080,$851.29,—,admin
2026,17,"Peterson, Kelly and Arnold",Spillguard,285722,SPILLGUARD ECONT 10X50X1 A,10/06/2025,01/29/2026,PO-76659,RITM326198,$3484.88,—,admin
2026,17,"Peterson, Kelly and Arnold",Box Vacuum,290232,Box Vacuum 25YD,05/23/2025,08/09/2025,PO-15755,RITM518942,$1219.25,—,admin
2026,17,"Peterson, Kelly and Arnold",Fitting,320044,Adapter 4 Female Cam x FNPT AL,07/14/2026,04/15/2027,PO-16653,RITM356354,$3675.92,—,admin
2026,17,"Peterson, Kelly and Arnold",Fitting,320046,Adapter 4 Male Cam x MNPT AL,04/04/2025,05/26/2026,PO-24122,RITM545642,$1484.02,—,admin
2026,17,"Peterson, Kelly and Arnold",Fitting,323335,Adapter 2 Male Cam x FNPT AL,08/16/2026,06/16/2027,PO-55610,RITM633130,$3574.47,—,admin
2026,17,"Peterson, Kelly and Arnold",Float Switch,325990,Float Open Green w/ Tyco Lead 50,04/07/2026,12/14/2026,PO-85659,RITM863615,$2900.44,—,admin
2026,17,"Peterson, Kelly and Arnold",Pump,615290,Pump Trash 4 DV100C HD 404D22 TR,11/18/2025,12/08/2026,PO-61861,RITM955396,$3158.70,—,admin
2026,17,"Peterson, Kelly and Arnold",Pump,615295,Pump Trash 4 DV100C HD 404D22 TR,08/05/2025,01/27/2026,PO-77249,RITM760719,$1161.65,—,admin
2026,17,"Peterson, Kelly and Arnold",Pump,615397,Pump High Head 3 HH80C SD TR,10/07/2025,12/04/2025,PO-11837,RITM395318,$658.86,—,admin
2026,17,"Peterson, Kelly and Arnold",Pump,619066,Pump Trash 6 DV150C SD 4045TF290 CLEAN PRIME,01/02/2026,05/30/2026,PO-46161,RITM735257,$3423.21,—,admin
2026,17,"Peterson, Kelly and Arnold",Pump,620014,Pump Trash 4 DV100C Electric W/O Panel,08/05/2026,08/23/2027,PO-24291,RITM251100,$3784.55,—,admin
2026,17,"Peterson, Kelly and Arnold",Drive Variable Frequency,620190,Drive Variable Frequency 20HP,01/15/2025,06/08/2026,PO-53430,RITM701377,$1742.36,—,admin
2026,17,"Peterson, Kelly and Arnold",Fitting,720564,Adapter Reducing 6x4 Concentric Flange STL,01/17/2026,09/06/2026,PO-37345,RITM892221,$3412.18,—,admin
2026,17,"Peterson, Kelly and Arnold",Fitting,720826,Adapter 6 Flange x FNPT 150# STL,04/25/2026,03/02/2027,PO-59497,RITM985763,$2198.85,—,admin
2026,17,"Peterson, Kelly and Arnold",Fitting,722166,Elbow 6 90 Degree Female Cam x Male Cam AL,06/09/2025,08/17/2025,PO-97855,RITM105941,$3724.23,—,admin
2026,17,"Peterson, Kelly and Arnold",Hose,722455,Hose 4x50 Layflat Camlock 150#,04/05/2026,08/28/2026,PO-87008,RITM139809,$3140.10,—,admin
2026,17,"Peterson, Kelly and Arnold",Hose,722878,Hose 6x25 HD Tank Truck Camlock 75#,05/27/2026,09/26/2027,PO-80866,RITM710923,$1123.38,—,admin
2026,17,"Peterson, Kelly and Arnold",Hose,722880,Hose 4x25 HD Tank Truck Camlock 150#,04/12/2025,04/18/2026,PO-61321,RITM924688,$1429.67,—,admin
2026,17,"Peterson, Kelly and Arnold",Hose,722934,Hose 4x20 HD Tank Truck Camlock 150#,06/19/2025,11/07/2025,PO-46968,RITM596707,$1086.69,—,admin
2026,17,"Peterson, Kelly and Arnold",Tank Accessories,723229,PUMP-2 SUB PUMP-115V 1PH,03/05/2025,06/19/2025,PO-30902,RITM179384,$1367.93,—,admin
2026,17,"Peterson, Kelly and Arnold",Hose,723266,Hose 6x25 Braid Flange D x Flange T SS,06/15/2025,01/13/2026,PO-41779,RITM380885,$3721.29,—,admin
2026,17,"Peterson, Kelly and Arnold",Hose,723465,Hose 2x25 HD Tank Truck Camlock 150#,07/17/2025,10/19/2026,PO-43610,RITM931572,$1757.32,—,admin
2026,17,"Peterson, Kelly and Arnold",Level Monitoring,729975,Gauge Level Radar Battery Operated Gen.3 Omart Vega,10/29/2025,03/08/2026,PO-79415,RITM505881,$917.52,—,admin
2026,17,"Peterson, Kelly and Arnold",Spillguard,BE00713,Spillguard 19x19x3 High Wall HexaPro 40,06/07/2025,10/17/2025,PO-61935,RITM548851,$2502.82,—,admin
2026,17,"Peterson, Kelly and Arnold",Fitting,MR IND,4 NIPPLE,04/13/2026,09/28/2026,PO-15424,RITM533944,$1433.50,—,admin
2026,17,Preston LLC,Heater,UNKNOWN,1.5 Mil BTU,08/01/2026,10/03/2027,PO-69523,RITM488029,$1264.59,—,admin
2026,17,Reyes and Sons,Mini Picker,MP0093,Mini Picker,03/09/2025,03/28/2026,PO-61094,RITM622600,$573.62,—,admin
2026,17,Robbins and Sons,Crane,10596,Grove RT540E,06/22/2026,09/20/2026,PO-19759,RITM115674,$11505.90,—,admin
2026,17,Robbins and Sons,Crane,10629,Link-Belt RTC-8065,05/16/2025,09/03/2025,PO-39181,RITM988561,$4316.16,—,admin
2026,17,Robbins and Sons,Crane,10899,Terex RT230-2,01/02/2026,05/30/2027,PO-43565,RITM898183,$4587.36,—,admin
2026,17,Robbins and Sons,Crane,10919,Broderson IC-200,05/20/2026,10/13/2026,PO-69364,RITM637583,$6522.86,—,admin
